FEN,stockfish_score
3rr3/2q2pbk/2pp1npp/pp2p3/3PP3/1PPBBP2/P2N2PP/2Q1R1K1 w - - 1 24,-2.72
3rr3/2q2pbk/2pp1npp/pp2p3/3PP3/1PPBBP2/P1QN2PP/4R1K1 b - - 2 24,-2.72
3rr3/2q2pbk/2pp2pp/pp2p2n/3PP3/1PPBBP2/P1QN2PP/4R1K1 w - - 3 25,-2.29
3rr3/2q2pbk/2pp2pp/pp2p2n/3PP3/1PPBBP2/P1Q3PP/4RNK1 b - - 4 25,-2.71
3rr3/2q2pbk/2pp2pp/pp2p3/3PPn2/1PPBBP2/P1Q3PP/4RNK1 w - - 5 26,-3.06
3rr3/2q2pbk/2pp2pp/pp2p3/3PPn2/1PP1BP2/P1Q1B1PP/4RNK1 b - - 6 26,-3.57
3rr3/2q2pbk/2pp2pp/pp2p3/3PP3/1PP1BP2/P1Q1n1PP/4RNK1 w - - 0 27,-3.83
3rr3/2q2pbk/2pp2pp/pp2p3/3PP3/1PP1BP2/P3Q1PP/4RNK1 b - - 0 27,-3.34
3rr3/2q2pbk/2p3pp/pp1pp3/3PP3/1PP1BP2/P3Q1PP/4RNK1 w - - 0 28,-3.66
3rr3/2q2pbk/2p3pp/pp1Pp3/3P4/1PP1BP2/P3Q1PP/4RNK1 b - - 0 28,-3.96
3rr3/2q2pbk/2p3pp/pp1P4/3p4/1PP1BP2/P3Q1PP/4RNK1 w - - 0 29,-4.73
3rr3/2q2pbk/2p3pp/pp1P4/3P4/1P2BP2/P3Q1PP/4RNK1 b - - 0 29,-4.09
4r3/2q2pbk/2p3pp/pp1r4/3P4/1P2BP2/P3Q1PP/4RNK1 w - - 0 30,-5.1
4r3/2q2pbk/2p3pp/pp1r4/3P4/1P2BP2/P4QPP/4RNK1 b - - 1 30,-4.43
4r3/2q2p1k/2p3pp/pp1r4/3b4/1P2BP2/P4QPP/4RNK1 w - - 0 31,-2.84
4r3/2q2p1k/2p3pp/pp1r4/3B4/1P3P2/P4QPP/4RNK1 b - - 0 31,-1.94
8/2q2p1k/2p3pp/pp1r4/3B4/1P3P2/P4QPP/4rNK1 w - - 0 32,-2.78
8/2q2p1k/2p3pp/pp1r4/3B4/1P3P2/P5PP/4QNK1 b - - 0 32,-3.12
8/2q2p1k/2p3pp/pp6/3r4/1P3P2/P5PP/4QNK1 w - - 0 33,-4.29
8/2q2p1k/2p3pp/pp6/3r4/1P3PN1/P5PP/4Q1K1 b - - 1 33,-4.09
8/3q1p1k/2p3pp/pp6/3r4/1P3PN1/P5PP/4Q1K1 w - - 2 34,-4.5
8/3q1p1k/2p3pp/pp6/3r4/1P3P2/P5PP/4QNK1 b - - 3 34,-3.98
8/3q1p1k/2p3pp/pp6/8/1P3P2/P5PP/3rQNK1 w - - 4 35,-5.75
8/3q1p1k/2p3pp/pp6/8/1P3P2/P4QPP/3r1NK1 b - - 5 35,-5.03
8/5p1k/2p3pp/pp6/3q4/1P3P2/P4QPP/3r1NK1 w - - 6 36,-4.26
8/5p1k/2p3pp/pp6/3Q4/1P3P2/P5PP/3r1NK1 b - - 0 36,-4.0
8/5p1k/2p3pp/pp6/3r4/1P3P2/P5PP/5NK1 w - - 0 37,-5.49
8/5p1k/2p3pp/pp6/3r4/1P3P2/P4KPP/5N2 b - - 1 37,-4.16
8/5p1k/2p3pp/1p6/p2r4/1P3P2/P4KPP/5N2 w - - 0 38,-4.75
8/5p1k/2p3pp/1p6/p2r4/1P3P2/P3K1PP/5N2 b - - 1 38,-4.4
8/5p1k/2p3pp/1p6/3r4/1p3P2/P3K1PP/5N2 w - - 0 39,-5.38
8/5p1k/2p3pp/1p6/3r4/1P3P2/4K1PP/5N2 b - - 0 39,-4.3
8/5p1k/2p3pp/1p6/1r6/1P3P2/4K1PP/5N2 w - - 1 40,-4.46
8/5p1k/2p3pp/1p6/1r6/1P3P2/3NK1PP/8 b - - 2 40,-3.79
8/5pk1/2p3pp/1p6/1r6/1P3P2/3NK1PP/8 w - - 3 41,-4.18
8/5pk1/2p3pp/1p6/1r6/1P1K1P2/3N2PP/8 b - - 4 41,-3.92
8/5p2/2p2kpp/1p6/1r6/1P1K1P2/3N2PP/8 w - - 5 42,-1.71
8/5p2/2p2kpp/1p6/1r6/1P1K1PP1/3N3P/8 b - - 0 42,-3.91
8/5p2/2p2kp1/1p5p/1r6/1P1K1PP1/3N3P/8 w - - 0 43,-1.51
8/5p2/2p2kp1/1p5p/1r6/1PK2PP1/3N3P/8 b - - 1 43,-1.22
8/5p2/5kp1/1pp4p/1r6/1PK2PP1/3N3P/8 w - - 0 44,-2.91
8/5p2/5kp1/1pp4p/1r6/1PK2PP1/7P/5N2 b - - 1 44,-4.01
8/5p2/6p1/1pp1k2p/1r6/1PK2PP1/7P/5N2 w - - 2 45,-1.06
8/5p2/6p1/1pp1k2p/1r6/1PK1NPP1/7P/8 b - - 3 45,-3.73
8/5p2/6p1/1pp1k2p/3r4/1PK1NPP1/7P/8 w - - 4 46,-1.06
8/5p2/6p1/1pp1k2p/3r4/1PK2PP1/2N4P/8 b - - 5 46,-5.21
8/5p2/6p1/2p1k2p/1p1r4/1PK2PP1/2N4P/8 w - - 0 47,-5.45
8/5p2/6p1/2p1k2p/1p1r4/1P3PP1/1KN4P/8 b - - 1 47,-3.97
8/5p2/6p1/2p1k2p/1p6/1P3PP1/1KNr3P/8 w - - 2 48,-4.8
8/5p2/6p1/2p1k2p/1p6/1P3PP1/2Nr3P/2K5 b - - 3 48,-5.11
8/5p2/6p1/2p1k2p/1p6/1P3PP1/2r4P/2K5 w - - 0 49,-3.93
8/5p2/6p1/2p1k2p/1p6/1P3PP1/2K4P/8 b - - 0 49,-3.5
8/8/6p1/2p1kp1p/1p6/1P3PP1/2K4P/8 w - - 0 50,-2.44
8/8/6p1/2p1kp1p/1p6/1P3PP1/3K3P/8 b - - 1 50,-3.64
8/8/8/2p1kppp/1p6/1P3PP1/3K3P/8 w - - 0 51,-2.85
8/8/8/2p1kppp/1p6/1P1K1PP1/7P/8 b - - 1 51,-3.08
8/8/8/2p1kpp1/1p5p/1P1K1PP1/7P/8 w - - 0 52,-1.8
8/8/8/2p1kpp1/1p3P1p/1P1K2P1/7P/8 b - - 0 52,-3.06
8/8/8/2p1kp2/1p3p1p/1P1K2P1/7P/8 w - - 0 53,-3.31
8/8/8/2p1kp2/1p3p1P/1P1K4/7P/8 b - - 0 53,-2.73
8/8/5k2/2p2p2/1p3p1P/1P1K4/7P/8 w - - 1 54,-2.15
8/8/5k2/2p2p2/1p3p1P/1P6/4K2P/8 b - - 2 54,-2.24
8/8/6k1/2p2p2/1p3p1P/1P6/4K2P/8 w - - 3 55,-2.57
8/8/6k1/2p2p2/1p3p1P/1P3K2/7P/8 b - - 4 55,-2.74
8/8/8/2p2p1k/1p3p1P/1P3K2/7P/8 w - - 5 56,-2.7
8/8/8/2p2p1k/1p3K1P/1P6/7P/8 b - - 0 56,-1.67
8/8/8/2p2p2/1p3K1k/1P6/7P/8 w - - 0 57,-1.31
8/8/8/2p2p2/1p5k/1P2K3/7P/8 b - - 1 57,-2.6
8/8/8/2p2p2/1p4k1/1P2K3/7P/8 w - - 2 58,-2.58
8/8/8/2p2p2/1p4k1/1P1K4/7P/8 b - - 3 58,-3.03
8/8/8/2p2p2/1p3k2/1P1K4/7P/8 w - - 4 59,-2.16
8/8/8/2p2p2/1pK2k2/1P6/7P/8 b - - 5 59,-1.72
8/8/8/2p2p2/1pK5/1P2k3/7P/8 w - - 6 60,-1.18
8/8/8/2K2p2/1p6/1P2k3/7P/8 b - - 0 60,-1.23
8/8/8/2K5/1p3p2/1P2k3/7P/8 w - - 0 61,-2.78
8/8/8/2K5/1p3p1P/1P2k3/8/8 b - - 0 61,-1.35
8/8/8/2K5/1p5P/1P2kp2/8/8 w - - 0 62,-1.8
8/8/8/2K4P/1p6/1P2kp2/8/8 b - - 0 62,-1.97
8/8/8/2K4P/1p6/1P2k3/5p2/8 w - - 0 63,-5.11
8/8/7P/2K5/1p6/1P2k3/5p2/8 b - - 0 63,-4.37
8/8/7P/2K5/1p6/1P2k3/8/5q2 w - - 0 64,-4.01
8/7P/8/2K5/1p6/1P2k3/8/5q2 b - - 0 64,-4.82
8/7P/8/2K5/1p6/1P2k3/8/7q w - - 1 65,-4.83
7Q/8/8/2K5/1p6/1P2k3/8/7q b - - 0 65,-4.0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0.18
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,0.04
rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,0.09
rnbqkb1r/pppp1ppp/4pn2/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,0.0
rnbqkb1r/pppp1ppp/4pn2/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,0.22
rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,0.0
rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 1 4,0.3
rnbqkb1r/pp3ppp/4pn2/2pp4/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 0 5,0.0
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 0 5,0.26
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w kq - 1 6,0.0
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq - 0 6,0.47
r1bqkb1r/pp3ppp/2n1pn2/3p4/2Pp4/5NP1/PP2PPBP/RNBQ1RK1 w kq - 0 7,0.09
r1bqkb1r/pp3ppp/2n1pn2/3p4/2PN4/6P1/PP2PPBP/RNBQ1RK1 b kq - 0 7,0.48
r1bqk2r/pp3ppp/2n1pn2/2bp4/2PN4/6P1/PP2PPBP/RNBQ1RK1 w kq - 1 8,0.35
r1bqk2r/pp3ppp/2n1pn2/2bp4/2P5/1N4P1/PP2PPBP/RNBQ1RK1 b kq - 2 8,0.39
r1bqk2r/pp3ppp/1bn1pn2/3p4/2P5/1N4P1/PP2PPBP/RNBQ1RK1 w kq - 3 9,0.08
r1bqk2r/pp3ppp/1bn1pn2/3P4/8/1N4P1/PP2PPBP/RNBQ1RK1 b kq - 0 9,0.22
r1bqk2r/pp3ppp/1bn2n2/3p4/8/1N4P1/PP2PPBP/RNBQ1RK1 w kq - 0 10,-0.08
r1bqk2r/pp3ppp/1bn2n2/3p2B1/8/1N4P1/PP2PPBP/RN1Q1RK1 b kq - 1 10,0.38
r2qk2r/pp3ppp/1bn1bn2/3p2B1/8/1NN3P1/PP2PPBP/R2Q1RK1 b kq - 3 11,0.47
r2q1rk1/pp3ppp/1bn1bn2/3p2B1/8/1NN3P1/PP2PPBP/R2Q1RK1 w - - 4 12,0.13
r2q1rk1/pp3ppp/1bn1bn2/3p2B1/N7/1N4P1/PP2PPBP/R2Q1RK1 b - - 5 12,0.61
r2q1rk1/pp3pp1/1bn1bn1p/3p2B1/N7/1N4P1/PP2PPBP/R2Q1RK1 w - - 0 13,0.0
r2q1rk1/pp3pp1/1Nn1bn1p/3p2B1/8/1N4P1/PP2PPBP/R2Q1RK1 b - - 0 13,0.39
r2q1rk1/1p3pp1/1pn1bn1p/3p2B1/8/1N4P1/PP2PPBP/R2Q1RK1 w - - 0 14,0.0
r2q1rk1/1p3pp1/1pn1bn1p/3p4/8/1N2B1P1/PP2PPBP/R2Q1RK1 b - - 1 14,0.38
r2qr1k1/1p3pp1/1pn1bn1p/3p4/8/1N2B1P1/PP2PPBP/R2Q1RK1 w - - 2 15,0.0
r2qr1k1/1p3pp1/1pn1bn1p/3p4/3N4/4B1P1/PP2PPBP/R2Q1RK1 b - - 3 15,0.42
r2qr1k1/1p3pp1/1pn1b2p/3p4/3N2n1/4B1P1/PP2PPBP/R2Q1RK1 w - - 4 16,0.52
r2qr1k1/1p3pp1/1pn1N2p/3p4/6n1/4B1P1/PP2PPBP/R2Q1RK1 b - - 0 16,0.86
r2qr1k1/1p4p1/1pn1p2p/3p4/6n1/4B1P1/PP2PPBP/R2Q1RK1 w - - 0 17,0.26
r2qr1k1/1p4p1/1pn1p2p/3p4/6n1/6P1/PP1BPPBP/R2Q1RK1 b - - 1 17,0.6
r3r1k1/1p4p1/1pn1pq1p/3p4/6n1/6P1/PP1BPPBP/R2Q1RK1 w - - 2 18,0.78
r3r1k1/1p4p1/1pn1pq1p/3p4/6n1/6PP/PP1BPPB1/R2Q1RK1 b - - 0 18,0.69
r3r1k1/1p4p1/1pn1pq1p/3pn3/8/6PP/PP1BPPB1/R2Q1RK1 w - - 1 19,0.52
r3r1k1/1p4p1/1pn1pq1p/3pn3/8/2B3PP/PP2PPB1/R2Q1RK1 b - - 2 19,1.07
r3r1k1/1p2q1p1/1pn1p2p/3pn3/8/2B3PP/PP2PPB1/R2Q1RK1 w - - 3 20,0.94
r3r1k1/1p2q1p1/1pn1p2p/3pn3/8/P1B3PP/1P2PPB1/R2Q1RK1 b - - 0 20,0.9
3rr1k1/1p2q1p1/1pn1p2p/3pn3/8/P1B3PP/1P2PPB1/R2Q1RK1 w - - 1 21,0.69
3rr1k1/1p2q1p1/1pn1p2p/3pn3/8/PQB3PP/1P2PPB1/R4RK1 b - - 2 21,0.9
3rr1k1/1p2q1p1/1pn1p2p/3p4/2n5/PQB3PP/1P2PPB1/R4RK1 w - - 3 22,0.73
3rr1k1/1p2q1p1/1pn1p2p/3p4/2n5/PQB3PP/1P2PPB1/3R1RK1 b - - 4 22,0.88
3r1rk1/1p2q1p1/1pn1p2p/3p4/2n5/PQB3PP/1P2PPB1/3R1RK1 w - - 5 23,1.38
3r1rk1/1p2q1p1/1pn1p2p/3p4/2n1P3/PQB3PP/1P3PB1/3R1RK1 b - - 0 23,1.97
3r1rk1/1p2q1p1/1p2p2p/n2p4/2n1P3/PQB3PP/1P3PB1/3R1RK1 w - - 1 24,2.0
3r1rk1/1p2q1p1/1p2p2p/nQ1p4/2n1P3/P1B3PP/1P3PB1/3R1RK1 b - - 2 24,2.16
3r1rk1/1p2q1p1/1p1np2p/nQ1p4/4P3/P1B3PP/1P3PB1/3R1RK1 w - - 3 25,2.54
3r1rk1/1p2q1p1/1Q1np2p/n2p4/4P3/P1B3PP/1P3PB1/3R1RK1 b - - 0 25,2.66
3r1rk1/1p2q1p1/1Q1np2p/3p4/2n1P3/P1B3PP/1P3PB1/3R1RK1 w - - 1 26,2.2
3r1rk1/1p2q1p1/3np2p/3p4/1Qn1P3/P1B3PP/1P3PB1/3R1RK1 b - - 2 26,2.62
3r1rk1/1p2q1p1/3np2p/8/1Qn1p3/P1B3PP/1P3PB1/3R1RK1 w - - 0 27,1.81
3r1rk1/1p2q1p1/3np2p/8/1Qn1B3/P1B3PP/1P3P2/3R1RK1 b - - 0 27,2.19
3r1rk1/1pq3p1/3np2p/8/1Qn1B3/P1B3PP/1P3P2/3R1RK1 w - - 1 28,3.07
3r1rk1/1pq3p1/3np2p/8/1Qn5/P1BB2PP/1P3P2/3R1RK1 b - - 2 28,2.06
3r1rk1/2q3p1/3np2p/1p6/1Qn5/P1BB2PP/1P3P2/3R1RK1 w - - 0 29,2.33
3r1rk1/2q3p1/3np2p/1p6/1Qn5/P1BB2PP/1P3P2/3RR1K1 b - - 1 29,1.76
3r1rk1/2q3p1/4p2p/1p3n2/1Qn5/P1BB2PP/1P3P2/3RR1K1 w - - 2 30,2.72
3r1rk1/2q3p1/4p2p/1p3B2/1Qn5/P1B3PP/1P3P2/3RR1K1 b - - 0 30,2.46
3r1rk1/2q3p1/7p/1p3p2/1Qn5/P1B3PP/1P3P2/3RR1K1 w - - 0 31,3.44
3R1rk1/2q3p1/7p/1p3p2/1Qn5/P1B3PP/1P3P2/4R1K1 b - - 0 31,2.92
3r2k1/2q3p1/7p/1p3p2/1Qn5/P1B3PP/1P3P2/4R1K1 w - - 0 32,3.55
3r2k1/2q1R1p1/7p/1p3p2/1Qn5/P1B3PP/1P3P2/6K1 b - - 1 32,1.35
6k1/2qrR1p1/7p/1p3p2/1Qn5/P1B3PP/1P3P2/6K1 w - - 2 33,2.44
4R1k1/2qr2p1/7p/1p3p2/1Qn5/P1B3PP/1P3P2/6K1 b - - 3 33,2.02
4R3/2qr2pk/7p/1p3p2/1Qn5/P1B3PP/1P3P2/6K1 w - - 4 34,2.68
4RQ2/2qr2pk/7p/1p3p2/2n5/P1B3PP/1P3P2/6K1 b - - 5 34,1.62
4RQ2/3r2pk/3q3p/1p3p2/2n5/P1B3PP/1P3P2/6K1 w - - 6 35,5.4
4R3/3r2pk/3q3p/1p3Q2/2n5/P1B3PP/1P3P2/6K1 b - - 0 35,5.35
4R3/3r2pk/6qp/1p3Q2/2n5/P1B3PP/1P3P2/6K1 w - - 1 36,4.45
4R3/3Q2pk/6qp/1p6/2n5/P1B3PP/1P3P2/6K1 b - - 0 36,4.86
4R3/3Q2pk/6qp/8/1pn5/P1B3PP/1P3P2/6K1 w - - 0 37,5.5
3QR3/6pk/6qp/8/1pn5/P1B3PP/1P3P2/6K1 b - - 1 37,4.81
3QR3/5qpk/7p/8/1pn5/P1B3PP/1P3P2/6K1 w - - 2 38,6.23
3Q3R/5qpk/7p/8/1pn5/P1B3PP/1P3P2/6K1 b - - 3 38,6.86
3Q3R/5qp1/6kp/8/1pn5/P1B3PP/1P3P2/6K1 w - - 4 39,8.82
7R/5qp1/6kp/8/1pn5/P1BQ2PP/1P3P2/6K1 b - - 5 39,7.67
7R/6p1/6kp/5q2/1pn5/P1BQ2PP/1P3P2/6K1 w - - 6 40,8.82
7R/6p1/6kp/5Q2/1pn5/P1B3PP/1P3P2/6K1 b - - 0 40,9.08
7R/6p1/7p/5k2/1pn5/P1B3PP/1P3P2/6K1 w - - 0 41,8.52
7R/6p1/7p/5k2/1Pn5/2B3PP/1P3P2/6K1 b - - 0 41,6.86
7R/6p1/3n3p/5k2/1P6/2B3PP/1P3P2/6K1 w - - 1 42,9.06
1R6/6p1/3n3p/5k2/1P6/2B3PP/1P3P2/6K1 b - - 2 42,7.59
1R6/6p1/3nk2p/8/1P6/2B3PP/1P3P2/6K1 w - - 3 43,8.73
8/6p1/1R1nk2p/8/1P6/2B3PP/1P3P2/6K1 b - - 4 43,8.21
8/6p1/1R1n3p/3k4/1P6/2B3PP/1P3P2/6K1 w - - 5 44,8.45
8/6p1/3R3p/3k4/1P6/2B3PP/1P3P2/6K1 b - - 0 44,8.55
8/6p1/3k3p/8/1P6/2B3PP/1P3P2/6K1 w - - 0 45,8.63
8/6p1/3k3p/1P6/8/2B3PP/1P3P2/6K1 b - - 0 45,6.83
8/6p1/3k4/1P5p/8/2B3PP/1P3P2/6K1 w - - 0 46,8.79
8/6p1/1P1k4/7p/8/2B3PP/1P3P2/6K1 b - - 0 46,7.9
8/6p1/1P2k3/7p/8/2B3PP/1P3P2/6K1 w - - 1 47,8.54
8/6B1/1P2k3/7p/8/6PP/1P3P2/6K1 b - - 0 47,7.45
8/3k2B1/1P6/7p/8/6PP/1P3P2/6K1 w - - 1 48,8.84
8/3k4/1P5B/7p/8/6PP/1P3P2/6K1 b - - 2 48,8.19
8/8/1Pk4B/7p/8/6PP/1P3P2/6K1 w - - 3 49,8.14
8/8/1Pk5/6Bp/8/6PP/1P3P2/6K1 b - - 4 49,6.79
8/1k6/1P6/6Bp/8/6PP/1P3P2/6K1 w - - 5 50,7.67
8/1k6/1P6/7p/7B/6PP/1P3P2/6K1 b - - 6 50,6.58
8/8/1k6/7p/7B/6PP/1P3P2/6K1 w - - 0 51,7.24
8/8/1k6/6Bp/8/6PP/1P3P2/6K1 b - - 1 51,5.79
8/1k6/8/6Bp/8/6PP/1P3P2/6K1 w - - 2 52,6.79
8/1k6/8/6Bp/6P1/7P/1P3P2/6K1 b - - 0 52,6.5
8/8/2k5/6Bp/6P1/7P/1P3P2/6K1 w - - 1 53,6.87
8/8/2k5/6BP/8/7P/1P3P2/6K1 b - - 0 53,6.47
8/3k4/8/6BP/8/7P/1P3P2/6K1 w - - 1 54,7.36
8/3k4/7P/6B1/8/7P/1P3P2/6K1 b - - 0 54,6.19
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.3
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.52
rnbqkbnr/ppp1pppp/3p4/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0.43
rnbqkb1r/ppp1pppp/3p1n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.13
rnbqkb1r/ppp1pppp/3p1n2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,0.35
rnbqkb1r/ppp2ppp/3p1n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,0.43
rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,0.82
r1bqkb1r/pppn1ppp/3p1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 5,0.64
r1bqkb1r/pppn1ppp/3p1n2/4P3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,0.56
r1bqkb1r/pppn1ppp/5n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.34
r1bqkb1r/pppn1ppp/5n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 6,0.56
r1bqk2r/pppnbppp/5n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 2 7,0.64
r1bqk2r/pppnbppp/5n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 3 7,0.42
r1bq1rk1/pppnbppp/5n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQ1RK1 w - - 4 8,0.17
r1bq1rk1/pppnbppp/5n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQR1K1 b - - 5 8,0.3
r1bq1rk1/pp1nbppp/2p2n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQR1K1 w - - 0 9,-0.09
r1bq1rk1/pp1nbppp/2p2n2/4p3/2B1P3/P1N2N2/1PP2PPP/R1BQR1K1 b - - 0 9,0.26
r1b2rk1/ppqnbppp/2p2n2/4p3/2B1P3/P1N2N2/1PP2PPP/R1BQR1K1 w - - 1 10,-0.13
r1b2rk1/ppqnbppp/2p2n2/4p3/4P3/PBN2N2/1PP2PPP/R1BQR1K1 b - - 2 10,0.0
r1b2rk1/p1qnbppp/2p2n2/1p2p3/4P3/PBN2N2/1PP2PPP/R1BQR1K1 w - - 0 11,-0.3
r1b2rk1/p1qnbppp/2p2n2/1p2p3/4P3/PBN1BN2/1PP2PPP/R2QR1K1 b - - 1 11,0.0
r1b2rk1/2qnbppp/2p2n2/pp2p3/4P3/PBN1BN2/1PP2PPP/R2QR1K1 w - - 0 12,-0.43
r1b2rk1/2qnbppp/2p2n2/pp2p3/4P3/PBN1BN2/1PPQ1PPP/R3R1K1 b - - 1 12,-0.26
r1b2rk1/2q1bppp/2p2n2/ppn1p3/4P3/PBN1BN2/1PPQ1PPP/R3R1K1 w - - 2 13,-0.77
r1b2rk1/2q1bppp/2p2n2/ppB1p3/4P3/PBN2N2/1PPQ1PPP/R3R1K1 b - - 0 13,-0.43
r1b2rk1/2q2ppp/2p2n2/ppb1p3/4P3/PBN2N2/1PPQ1PPP/R3R1K1 w - - 0 14,-1.04
r1b2rk1/2q2ppp/2p2n2/ppb1p1Q1/4P3/PBN2N2/1PP2PPP/R3R1K1 b - - 1 14,-0.99
r1b2rk1/2q2ppp/2p2n2/1pb1p1Q1/p3P3/PBN2N2/1PP2PPP/R3R1K1 w - - 0 15,-1.2
r1b2rk1/2q2ppp/2p2n2/1pb1p1Q1/p3P3/P1N2N2/BPP2PPP/R3R1K1 b - - 1 15,-0.9
r4rk1/2q2ppp/2p2n2/1pb1p1Q1/p3P1b1/P1N2N2/BPP2PPP/R3R1K1 w - - 2 16,-0.3
r4rk1/2q2ppp/2p2n2/1pb1Q3/p3P1b1/P1N2N2/BPP2PPP/R3R1K1 b - - 0 16,-0.13
r4rk1/2q2ppp/2pb1n2/1p2Q3/p3P1b1/P1N2N2/BPP2PPP/R3R1K1 w - - 1 17,-1.25
r4rk1/2q2ppp/2pb1n2/1p4Q1/p3P1b1/P1N2N2/BPP2PPP/R3R1K1 b - - 2 17,-0.55
r4rk1/2q2ppp/2pb1n2/1p4Q1/p3P3/P1N2b2/BPP2PPP/R3R1K1 w - - 0 18,-0.43
r4rk1/2q2ppp/2pb1n2/1p2P1Q1/p7/P1N2b2/BPP2PPP/R3R1K1 b - - 0 18,0.18
r4rk1/2q2ppp/2p2n2/1p2b1Q1/p7/P1N2b2/BPP2PPP/R3R1K1 w - - 0 19,0.0
r4rk1/2q2ppp/2p2n2/1p2Q3/p7/P1N2b2/BPP2PPP/R3R1K1 b - - 0 19,0.17
r4rk1/5ppp/2p2n2/1p2q3/p7/P1N2b2/BPP2PPP/R3R1K1 w - - 0 20,0.0
r4rk1/5ppp/2p2n2/1p2R3/p7/P1N2b2/BPP2PPP/R5K1 b - - 0 20,0.39
r4rk1/5ppp/2p2n2/1p2R2b/p7/P1N5/BPP2PPP/R5K1 w - - 1 21,0.09
r4rk1/5ppp/2p2n2/1p2R2b/p7/P1N2P2/BPP3PP/R5K1 b - - 0 21,0.3
r2r2k1/5ppp/2p2n2/1p2R2b/p7/P1N2P2/BPP3PP/R5K1 w - - 1 22,0.3
r2r2k1/5ppp/2p2n2/1p2R2b/p7/P1N2P2/BPP3PP/4R1K1 b - - 2 22,0.29
r2r2k1/5ppp/2p2nb1/1p2R3/p7/P1N2P2/BPP3PP/4R1K1 w - - 3 23,-0.13
r2r2k1/5ppp/2p2nb1/1pR5/p7/P1N2P2/BPP3PP/4R1K1 b - - 4 23,-0.13
2rr2k1/5ppp/2p2nb1/1pR5/p7/P1N2P2/BPP3PP/4R1K1 w - - 5 24,-0.09
2rr2k1/5ppp/2p2nb1/1pR5/p7/P1N2P2/BPP3PP/3R2K1 b - - 6 24,-0.39
2rr2k1/3n1ppp/2p3b1/1pR5/p7/P1N2P2/BPP3PP/3R2K1 w - - 7 25,-1.11
2rr2k1/3n1ppp/2p3b1/1p4R1/p7/P1N2P2/BPP3PP/3R2K1 b - - 8 25,-0.85
2rr2k1/3n1ppp/2p5/1p4R1/p7/P1N2P2/BPb3PP/3R2K1 w - - 0 26,-0.9
2rr2k1/3n1ppp/2p5/1p4R1/p7/P1N2P2/BPbR2PP/6K1 b - - 1 26,-0.68
2rr2k1/3n1ppp/2p3b1/1p4R1/p7/P1N2P2/BP1R2PP/6K1 w - - 2 27,-0.77
2rr2k1/3n1ppp/2p3b1/1p4R1/p7/P1N2P2/BP1R1KPP/8 b - - 3 27,-0.84
2rr1k2/3n1ppp/2p3b1/1p4R1/p7/P1N2P2/BP1R1KPP/8 w - - 4 28,-1.15
2rr1k2/3n1ppp/2p3b1/1p4R1/p6P/P1N2P2/BP1R1KP1/8 b - - 0 28,-1.24
2rr1k2/3n1pp1/2p3bp/1p4R1/p6P/P1N2P2/BP1R1KP1/8 w - - 0 29,-1.58
2rr1k2/3n1pp1/2p3bp/1p6/p5RP/P1N2P2/BP1R1KP1/8 b - - 1 29,-2.03
